Employee_ID,Employee_Name,College_Degree,Department,Job_Role,DMC_Campus,Email,Phone_Number,Performance_Rating
750666,JOShuA bErgeR,Computer Science,Admin,Data Analyst,Lubao,williamgraham@example.net,9649045686,4
209190,fRedERICK SHelToN,Psychology,Tech,Project Manager  ,Main,Bryan99@Example.Com,9278862719,1
254062,Rebecca Smith,Political Science,Marketing,Software Engineer,Lubao,CGonzalES@ExAMPLe.cOm,9781694934,1
652892,Thomas Bell,Information Technology,Finance,hr specialist,Main,Gregorywebb@Example.Net,9581643217,3
108402, Adrian White ,Information Technology,Finance,FiNaNCe ofFICeR,Main,Trevormills@Example.Org,9854392731,4
428946,BRadleY hUFf,Computer Science,HR,project manager,San Fernando,Dgraves@Example.Net,9484871409,4
379550,jason ibarra,Information Technology,Operations,Teacher  ,San Fernando,kimberlyhernandez@example.net,9524961854,3
834233,JOHN WIGGINS,Computer Science,Operations,hR speCiAList,Santo Tomas,catherineberry@example.org,9550893659,2
551808,jose bell,Computer Science,Operations,teacher,Main,LewiSveRONiCa@exAmple.CoM,9342640885,1
994673,MaRILYN CHAMBErS,Communications,Admin,Marketing Associate  ,Santo Tomas,Christina82@Example.Com,9996187448,3
188007, Anna Maddox ,Human Resource Management,Tech,PRODUCT MANAGER,Apalit,MOOREKELLY@EXAMPLE.COM,9686715714,4
467690,kaReN BECker,Human Resource Management,Admin,Software Engineer,Main,Skeith@Example.Net,9515247962,1
904580,RYAN HARRIS,Computer Science,Tech,PRODUCT MANAGER,Main, michaelhenry@example.net ,9618889329,4
168213,MICHELE BENTLEY,Information Technology,Admin,product manager,Main, johnsonangelica@example.org ,9920709009,1
145721, Amanda Arellano ,Engineering,Marketing,Finance Officer,Main, donaldthompson@example.org ,9494107834,4
941166, Paul James ,Political Science,HR,project manager,Main,leedavis@example.org  ,9488101715,5
695762, Heather James ,Information Technology,Finance,Data Analyst,Main,Troy77@Example.Net,9491819840,4
624132, David Giles ,Accountancy,Marketing,fINAnce oFfICer,Porac,colleenphillips@example.net,9551963966,2
615311,Randy Martin  ,Political Science,Marketing,pRoDuCT mAnaGEr,Candaba,BRIAN01@EXAMPLE.ORG,9556404190,4
772723,SAMANTHA GALLAGHER,Engineering,R&D,product manager,Lubao,JOsE59@ExAmPLE.oRG,9826276110,1
986434,roBIn CoNTReRAs,Engineering,Marketing,Research Assistant,Porac,NEALDEREK@EXAMPLE.ORG,9982365842,1
118196,haRRy JordaN,Political Science,Finance, Teacher ,Apalit,Robert34@Example.Org,9980769412,1
494341,Jeffrey Bridges PhD  ,Political Science,Admin,Finance Officer,Main,wjackson@example.org  ,9848336654,2
505215,MARIA SOLIS,Education,Marketing,HR SPECIALIST,San Fernando,NEALJOSHUA@EXAMPLE.NET,9371639196,4
118309,nicole brown,Accountancy,Operations,dATa aNALYST,Main,rebeccahubbard@example.net,9915103788,4
610329,sTEvEN EVAns,Accountancy,Operations,Project Manager,Main,amywilliams@example.com  ,9650777020,1
941924,Sarah Morales,Business Administration,R&D,Research Assistant,San Fernando,stacy59@example.org  ,9388659774,2
452072,RACHEL WOOD,Business Administration,Operations,hr specialist,San Fernando,XsuLlivAN@examPLe.cOM,9986984626,1
641772,LINDA WOOD,Education,Admin,Finance Officer  ,Mexico,andrew52@example.org,9226754727,2
136661,Dr. Colleen Gallegos  ,Human Resource Management,Finance,MArKetinG aSsOCiATE,Lubao,hardinsara@example.net,9750224559,1
591880, Manuel Nolan DDS ,Computer Science,HR,System Administrator,Main,MATTHEWTUCKER@EXAMPLE.NET,9943930576,1
473741,CRYSTAL BAKER,Computer Science,R&D,HR sPeciAliSt,Main,Cynthiaalexander@Example.Org,9158383419,3
792025,Joshua Johnson  ,Human Resource Management,Operations,research assistant,Santo Tomas, derek37@example.com ,9422408578,5
753925,michael wright,Information Technology,HR,Data Analyst,Main,carolyn30@example.net  ,9392462755,1
839823,breNDA MIllEr,Business Administration,Marketing,DATA ANALYST,Candaba,lindsey66@example.com,9964126812,4
565674,Anthony Holt,Education,R&D,software engineer,Main,Renee37@Example.Org,9722804574,3
844866,Alexandra Taylor,Political Science,Operations,Marketing Associate,Apalit,KATHY39@EXAMPLE.NET,9412403267,2
113644,hEathEr ParRIsH,Accountancy,R&D,teacher,Mexico,aPeaRSon@exampLE.nEt,9629600555,4
488775,ERIC WRIGHT,Accountancy,Operations,Teacher  ,Lubao,MaRTINeZcarLA@exAmPLe.CoM,9514932481,5
215705,KriStA anTHoNy,Human Resource Management,Marketing,Teacher,Apalit,kmARTINEz@ExAmPle.COm,9412056522,2
526046,LINDSAY MYERS,Education,Admin,Hr Specialist,San Fernando,BNOLAN@EXAMPLE.ORG,9266943257,1
101778,Abigail Roberts,Communications,Admin,System Administrator,Apalit,BGARNER@EXAMPLE.ORG,9368213413,2
779315,Crystal Thomas,Human Resource Management,Operations,Hr SPEciaLiSt,Porac,CHRISTINAMCGRATH@EXAMPLE.ORG,9624379789,1
688852,AUstiN loPeZ,Computer Science,R&D,tEACher,Candaba,richardwatson@example.org,9236228051,5
914490,RACHEL RAMIREZ,Communications,HR,PRojEcT manager,Main,Butlerdean@Example.Org,9610090663,3
828168,ANDREW ray,Political Science,HR,RESEArcH asSIsTanT,Main,Douglasperez@Example.Org,9935296122,1
988818,Cristian Elliott,Engineering,R&D,finance officer,Apalit,RICHARDGOODMAN@EXAMPLE.ORG,9634217311,5
269546,David Nash  ,Human Resource Management,Tech,Marketing Associate,Main, vincentcollier@example.com ,9393347059,2
105990,MiChaEl tAYLOR,Business Administration,HR,TeachEr,Apalit,ANDREw77@eXampLE.com,9813820753,3
962811,Nicholas Stephens,Computer Science,R&D,FINANCE OFFICER,Porac,Ihays@Example.Com,9266495105,5
921416, Matthew Shaw ,Computer Science,R&D,TEACHER,Porac,Davisjill@Example.Org,9729417281,3
157152,Jennifer Johnson,Engineering,HR,Product Manager,Main,JENNIFER76@EXAMPLE.COM,9279689159,2
759249,ANNE MATHEWS,Computer Science,Tech,Hr Specialist,San Fernando,dHOdGes@eXamplE.cOM,9983935378,5
436867,RObERt rOss,Political Science,Operations,datA ANALyST,Mexico,LESTERJOSHUA@EXAMPLE.COM,9311957672,3
580255,BETTY PATEL,Human Resource Management,Marketing,marketing associate,Main,hendersonmelissa@example.net  ,9159922765,5
662216,BILLY EVANS,Human Resource Management,HR,tEaCHer,Apalit,linjames@example.com,9660019217,1
831918,robErt HuRLey,Engineering,Finance,research assistant,Santo Tomas,oneillmichelle@example.com,9716232449,3
903371,Jasmine Jones,Business Administration,HR,ReSearCh ASSIstANT,Main,ruth42@example.com,9470841617,4
949924,JONATHAN FERGUSON,Business Administration,HR,mArkETING aSsOciaTe,Main,daviD93@EXamplE.nEt,9494472796,4
205469,Nicholas Pena,Information Technology,Marketing,Data Analyst  ,Main,Fcruz@Example.Net,9823764514,4
452375,Cristina Moore,Education,R&D,HR Specialist  ,Main,Kimberly61@Example.Net,9733048556,3
891821,jeffrey cantrell,Computer Science,HR,Finance Officer,Apalit,jANE92@exAmpLE.NEt,9518997128,1
374010,fraNK BisHOp,Human Resource Management,Marketing,SYSTEM ADMINISTRATOR,Santo Tomas,muRPHyMaRY@exaMpLe.Org,9460500577,1
289565,Jonathan Aguirre,Accountancy,Tech, Data Analyst ,Main,nicholaswilson@example.com,9719518450,1
499873,DUsTin WasHiNgTON,Human Resource Management,R&D,SoFtwArE enGineer,Apalit,jAmeSHernANDEz@ExAmPlE.nEt,9362160462,2
847498,ChARLES JaCObSON,Information Technology,Finance,data analyst,Candaba,KEVINAGUILAR@EXAMPLE.NET,9334392234,3
881587,Beth Obrien  ,Computer Science,Marketing,Finance Officer,Apalit,BtruJillo@eXaMPLE.oRg,9724776326,4
668885,Keith Mills,Political Science,Marketing, Product Manager ,Main,RoGeRsandrEw@exAMplE.com,9723214100,2
886829,JOSEPH MARTINEZ,Engineering,Tech, Marketing Associate ,Main,OWARD@EXAMPLE.ORG,9849925191,3
523250, Jessica Henderson MD ,Information Technology,Operations,Data Analyst  ,Lubao,CRAIGMILLER@EXAMPLE.ORG,9937438861,5
196074,Adam Braun  ,Accountancy,Finance, Product Manager ,Candaba,STEPHANIEFLORES@EXAMPLE.ORG,9740345240,3
631503,shARoN ayala,Political Science,Operations,Software Engineer,Santo Tomas,wigginsgrace@example.org  ,9633304878,2
752476,GARY REYNOLDS,Political Science,Admin,Product Manager,Main,TLANE@EXAMPLE.NET,9418425788,3
269807,Clinton Perez  ,Political Science,R&D,hr specialist,Main,Emma75@Example.Org,9279349388,4
824899,JENNIFER BURgESS,Political Science,HR,PRODUCT MANAGER,Lubao,russellerika@example.com,9144205847,2
232056,ROBERT SMITH,Human Resource Management,Marketing, Product Manager ,San Fernando,KaUStIN@ExAMple.oRg,9893347631,4
213549,douglas rodriguez,Psychology,R&D,FINaNCE OffIcER,Main,SMITHERIC@EXAMPLE.COM,9594214117,2
764345,HAYLEY RUSSELL,Engineering,HR,data analyst,Main,john55@example.com,9757126125,3
506499,jennifer rivers,Human Resource Management,Finance,SOFTWARE ENGINEER,Main,Udaniels@Example.Com,9222394221,3
360988,Joshua Johnson,Human Resource Management,Admin,project manager,Porac,Jaytyler@Example.Com,9567419851,3
113996, Mark Dean ,Communications,Admin,product manager,Main,georgeclaudia@example.net,9218372824,1
796188,rENEE BaLLArd,Human Resource Management,R&D,Teacher,Apalit,williamstrevor@example.net,9938094121,1
719309,ANDREW MURPHY,Human Resource Management,R&D,PRoDuCT MAnAgER,Main,RICHBRENDA@EXAMPLE.ORG,9537186168,4
394627,shannon PEnnINgtoN,Communications,Tech,SoFtwaRE enGIneER,Apalit,PETeRcOLLiNS@eXaMplE.ORg,9170949018,4
432490,NICOLE JOHNSON,Business Administration,Tech,System Administrator  ,Main,melissa15@example.net,9959227934,1
128562, Cassandra Smith ,Psychology,HR,hr specialist,Main,isabelshields@example.com,9250162682,1
878071,CASEY ROWE,Education,Marketing,PrOJECT MaNageR,San Fernando,stephanieblackburn@example.net,9457177449,1
251597,richard morris,Psychology,Finance,MARKETING ASSOCIATE,Main,Kevin91@Example.Org,9857505706,3
916395,KEVIN BARNES,Human Resource Management,Admin,Product Manager  ,Mexico,hcOoPeR@ExamPlE.cOm,9664697544,5
523793,MElISSa WOng,Psychology,Tech,marketing associate,Main,wiLsONSTACey@eXAmPLe.OrG,9224713071,2
972972,daniel gonzalez,Information Technology,Finance,SYSTEM ADMINISTRATOR,Santo Tomas,kimberly91@example.net,9456197145,4
578696,SAraH wiLKINS,Engineering,Tech,project manager,Main,kayLEE74@examPLE.neT,9918168001,5
146620,Darren Lowery,Accountancy,HR,System Administrator,Main,monicahernandez@example.org  ,9883373352,5
121038,kevin zuniga,Business Administration,Finance,research assistant,Main,KAReNCLay@ExAMpLe.neT,9242394363,3
694591,Megan Gardner,Communications,Admin,hR SPeCIALISt,Main,VIRGINIAFLETCHER@EXAMPLE.NET,9194834442,4
178326,amy WAltoN,Education,Tech,Teacher,Porac,caitlinsmith@example.net  ,9673014344,5
617290,NATHAN PETERSON,Business Administration,R&D,Teacher  ,Santo Tomas,valDEzroBert@exAmPLe.neT,9258577077,5
398883,daniel meyer,Engineering,HR,hR specIAList,Main,CHANLAURIE@EXAMPLE.NET,9265010386,2
295283,austin smith,Communications,Marketing,PRODucT mANagER,Main,Brandonrobles@Example.Net,9523288693,2
409030,ChristoPHER MaRsh,Psychology,R&D,System Administrator,Candaba, jennifer16@example.org ,9328763310,5
426753,Ann Cole  ,Accountancy,R&D, Project Manager ,Santo Tomas,Connersarah@Example.Org,9766194524,5
375389,austin greene,Business Administration,HR,software engineer,Candaba,JAmEs13@exAMpLe.ORG,9127684444,3
296750,mr. jaMeS gALVAN,Psychology,Finance,PRODUCT MANAGER,Main,andrew98@example.net,9278868188,4
198248,TErESA towNsENd,Accountancy,Tech,PROJECT MANAGER,Apalit,XSCOTT@EXAMPLE.ORG,9786735756,3
173080,chad pierce,Political Science,Admin,Product Manager,Apalit, ccollins@example.com ,9180882178,2
629098,KEVIN HOOVER,Communications,Tech,SOFTWARE ENGINEER,Mexico,sierra95@example.com  ,9532374454,1
869226,COLE HERNANDEZ,Computer Science,R&D,HR Specialist  ,Main,Edwardscharles@Example.Net,9627312508,3
563200,samuEL bUrgeSs,Psychology,Operations,Research Assistant  ,Main,SimmonsjESsiCA@eXAmPle.org,9642194262,5
699322,Christina Villanueva,Human Resource Management,R&D,Project Manager,Santo Tomas,rwilliams@example.com,9774588371,1
130156,Brian Richards,Communications,R&D,TEACHER,Main,Amanda81@Example.Net,9695258845,2
413892,KEVIN HUANG,Human Resource Management,Admin,DaTa aNalYST,Main,robert45@example.net,9436840498,3
891531,AMANDA ANDERSON,Political Science,R&D,Finance Officer,Main,PRicesaManTha@EXAMplE.com,9751897552,1
609760, Brian Sellers ,Communications,Operations,Project Manager  ,Lubao,kristen26@example.com,9349860709,1
355166,Anthony Butler  ,Computer Science,HR,Research Assistant  ,Porac,briandrake@example.org  ,9715301430,5
467153, Kyle Freeman ,Psychology,Tech,finance officer,Lubao,mark20@example.com,9524115275,4
581883,David Mcdaniel  ,Psychology,HR, Marketing Associate ,Mexico,jacob82@example.org,9713798405,3
858115,RACHEL BLACK,Psychology,Marketing,Software Engineer,Main,AYALAANTHONY@EXAMPLE.COM,9543854392,5
821789,tina williams,Communications,HR,pRojeCt maNAGEr,Main, tmarshall@example.net ,9476473771,2
707073,Leslie Anderson,Engineering,Operations,Project Manager  ,Mexico,LINDSAYCANTU@EXAMPLE.NET,9346217017,3
975890,brent payne,Information Technology,R&D,fiNaNCE offICer,Apalit,ashley94@example.net,9372095485,4
441793,BRIAna cuRtiS,Information Technology,Marketing,data analyst,Mexico,Daniellove@Example.Net,9230245683,2
928242,Michael Jenkins,Education,R&D,Finance Officer,Santo Tomas,laurarussell@example.com  ,9227141793,3
953427,Michael Simmons  ,Human Resource Management,R&D, Marketing Associate ,Lubao,maRCIA15@EXamPLE.cOm,9359141018,4
830945,CAITLIN BISHOP,Accountancy,R&D,data analyst,San Fernando, haroldwest@example.net ,9861065384,3
110378,cARLos hOward,Accountancy,R&D,HR SPECIALIST,Candaba,Morganwatson@Example.Org,9421391799,3
876669,JOEL THOMPSON,Human Resource Management,Operations, Project Manager ,Main,Mileslaura@Example.Com,9910638498,4
808350,KEVIN CUMMINGS,Business Administration,Admin,teaCHeR,Apalit,Hansenphillip@Example.Net,9714185174,5
881828,emily ashley,Psychology,R&D,Hr Specialist,San Fernando,YMcKinneY@exAMplE.Com,9184498153,3
829471,Jessica Cox  ,Information Technology,HR,project manager,Main,jacob94@example.com,9477691012,1
897307,Andrea Harris,Psychology,Marketing,Marketing Associate,Santo Tomas,faith54@example.net  ,9475629535,1
201106,Albert Clark,Communications,Tech,RESEARCH ASSISTANT,Main,scott68@example.org,9945870451,1
720161,jonathan martin,Political Science,Operations,sOFtwARE eNGIneEr,Main,Laura51@Example.Net,9375104441,5
370381,Ryan Thompson  ,Computer Science,HR,System Administrator,Lubao,regina14@example.net,9244914560,2
620258,Jason Wright,Psychology,Finance, Software Engineer ,Mexico, craig17@example.com ,9586172310,3
903500,Rachel Campbell,Human Resource Management,Finance,software engineer,Porac,YFLORES@EXAMPLE.NET,9863654931,3
496265,andrea harrington,Human Resource Management,R&D,SYSTEM ADMINISTRATOR,Mexico,GOLDENJENNIFER@EXAMPLE.ORG,9357547366,4
984619,LISA ALLEN,Human Resource Management,Operations, Research Assistant ,Main,wesleynelson@example.org,9419081158,2
624860,jameS StEwART,Engineering,Finance,software engineer,Main,HSANDERS@EXAMPLE.ORG,9333280682,4
617346,braDy WatSon,Political Science,Tech,Product Manager  ,Mexico, valeriebarnett@example.com ,9317315730,3
590168,jImMy tAylor,Political Science,Finance,marKeTiNg asSoCIAtE,Main,christinacarr@example.net,9343290877,3
586315,anna shepard,Information Technology,Tech,Research Assistant,Santo Tomas,KIMbErLyVASqUeZ@exAmpLE.Com,9290656843,4
368225,RACHEL DANIEL,Information Technology,Admin,Product Manager,Main,jeFfREy25@exAMpLe.NEt,9125343786,1
112258,AdAm HudSoN,Communications,Admin,Product Manager  ,Main,amanda02@example.org  ,9241741794,5
578969,DANIEL BURNS,Computer Science,HR,TEACHER,Main,JOHNSTONANGELA@EXAMPLE.ORG,9934279400,3
394675,Debbie Poole  ,Business Administration,Tech,PrOdUcT MaNaGer,Main,lauren22@example.com  ,9763589321,1
170115,Cynthia Shepard,Political Science,Tech,DATA ANALYST,Santo Tomas,MarIanGUyEN@ExAMPLe.NeT,9671621964,4
260659,Amber Edwards  ,Accountancy,Admin,TEacHeR,San Fernando,Vzimmerman@Example.Net,9632133110,3
492334,frederick english dds,Human Resource Management,R&D,Product Manager,Candaba,FERNANDEZERIN@EXAMPLE.ORG,9294448456,3
217685,DyLAN gomez,Political Science,Admin,PROdUCT MANAGER,Main,ROBERTBLACK@EXAMPLE.NET,9797287664,1
694729,christopher lucas,Accountancy,Finance,tEAchEr,Candaba,darlenesolis@example.com,9930155696,5
767947,Penny Coleman,Information Technology,Admin,Data Analyst,Main, townsendteresa@example.com ,9978319825,2
229889,Alexander Jones  ,Communications,HR,MARKETING ASSOCIATE,Mexico,nancyhodges@example.org,9479917513,1
371315,Francisco Rodriguez,Computer Science,R&D,software engineer,Main,adriennehorton@example.com,9322783905,3
910470,ALISON HERNANDEZ,Political Science,Finance,software engineer,Candaba,QmENdeZ@examPLe.NeT,9830308283,2
712967,Pamela Coleman,Business Administration,Admin,System Administrator,Main,campbellsavannah@example.org,9112853942,1
291421,Christine Eaton,Accountancy,HR,SOFTWARE ENGINEER,Candaba,MEGHANWALKER@EXAMPLE.NET,9616651436,4
354088,Rachel Montoya  ,Accountancy,Tech,DATA ANALYST,San Fernando,TIMOTHY18@EXAMPLE.ORG,9234134448,5
434945,william morgan,Business Administration,Finance,product manager,Main,FRODRIGUEZ@EXAMPLE.COM,9721152862,4
253105,richard schmidt,Psychology,Admin,product manager,Main,Bfitzgerald@Example.Com,9120120832,4
128421,fernando white,Information Technology,Tech, Product Manager ,Santo Tomas, kellerderrick@example.net ,9171980632,5
350634,denIsE sAwYeR,Communications,R&D,Hr sPEcIAlist,San Fernando,Tarascott@Example.Com,9237860896,4
404761,Amanda Marshall,Human Resource Management,Marketing,Software Engineer  ,Porac,eric56@example.net,9542504853,2
947877,Holly York,Engineering,Operations,marketing associate,Main,slyons@example.net,9981889668,5
154629,haLey SaNdoVAL,Psychology,Operations,System Administrator,Main,SSalAS@eXample.orG,9910794860,3
603334,Bruce Khan  ,Information Technology,Operations,software engineer,Mexico,BECKYCOX@EXAMPLE.COM,9452623366,2
597623,hannah wu,Human Resource Management,Tech,teACheR,Main,TravIS61@eXAmpLe.Com,9869851023,3
818437, Taylor Gill ,Information Technology,Tech,PROJECT MANAGER,Mexico,Jking@Example.Org,9516752008,2
115212,James Potter,Information Technology,Marketing, Teacher ,Mexico, jbennett@example.org ,9628583878,1
625530,ELIJAH CARTER,Information Technology,Admin,Finance Officer,Candaba,RONNIEGREENE@EXAMPLE.COM,9248083938,4
309488,Danielle Elliott,Education,Admin,Product Manager,San Fernando,MArisSAharpEr@EXAMpLe.OrG,9917488716,5
691764,deREk PerRY,Education,R&D,RESEARCH ASSISTANT,Santo Tomas,hbarker@example.com,9345508711,3
186817,michael robinson dvm,Human Resource Management,Marketing,software engineer,Main,WILLIAM30@EXAMPLE.ORG,9371317351,3
113679,Denise Smith  ,Communications,Tech,finance officer,Porac,Hrobinson@Example.Com,9183761485,5
188709,RYaN MurphY,Computer Science,R&D,Software Engineer,Porac,Hesteryvette@Example.Net,9817521123,5
889917,Karen Wilson,Accountancy,Marketing,SOFTWARE ENGINEER,Candaba,Marybennett@Example.Net,9362945518,2
938050,JAMIE BANKS,Computer Science,HR,SOFTWARE ENGINEER,Main,DORSEYANDREA@EXAMPLE.ORG,9865875621,2
730891,Erin Rivas,Political Science,Finance, Finance Officer ,Mexico,brockkevin@example.com,9556410973,4
972481,adam moran,Education,HR,tEACHeR,Candaba,JOHNCOOK@EXAMPLE.COM,9560177085,2
956406,Tanner Hamilton,Accountancy,HR,HR SPECIALIST,Main,JUsTIn05@EXampLE.ORg,9176294226,2
247281, Denise Bond ,Engineering,HR,system administrator,Apalit,CHRISTOPHER29@EXAMPLE.ORG,9627571160,1
630353,patrICk PEnNInGton,Education,HR,data analyst,Main,alawrence@example.net  ,9483255095,1
730894, Andrea Watkins ,Human Resource Management,Finance,Product Manager,Mexico,qDIckERsON@eXAMple.ORg,9854666843,5
168219,NaTHAN EspaRZA,Business Administration,R&D,Marketing Associate,Main,waltermargaret@example.net  ,9244013394,5
385466,John sOTO,Communications,Admin,System Administrator  ,Main, aprince@example.org ,9382594610,4
431452, Lori Jackson ,Psychology,R&D,Product Manager,Porac,BRIANTHOMAS@EXAMPLE.COM,9470486387,3
156340,CHRISTOPheR gARCia,Psychology,Admin,TeacheR,Main,Karen32@Example.Org,9954393845,5
346826,TIFFANY GARZA,Computer Science,Tech,finance officer,San Fernando,CYNThIa00@ExamPle.neT,9296641684,5
569601,christopher andrews,Business Administration,Operations,SofTWarE EnGINeer,Mexico, chill@example.com ,9941530285,1
131519,kristine harrison,Engineering,Finance,Data Analyst,Main,Colemandeborah@Example.Com,9660875440,1
280183,JORDAN COOK,Communications,HR,Data Analyst  ,San Fernando,sarah93@example.net  ,9455228037,1
680115,ELIZABETH RODRIGUEZ,Political Science,Marketing,PRoject MAnAGer,Apalit,wolfjacqueline@example.org,9439633327,4
260642,Debra Vargas,Communications,Finance,research assistant,Santo Tomas,Eric02@Example.Com,9521165985,4
114430,tiffany logan,Psychology,Admin,systEm ADmInIStrAtor,Apalit,benjaminbaldwin@example.com,9413546667,5
964821,KRiStin WasHiNgton,Business Administration,Finance,dAta aNaLySt,Main, barnesbilly@example.org ,9679162784,3
435360,alexander allison,Information Technology,R&D,RESEARCH ASSISTANT,Porac,cRAwForDKylE@ExaMple.COM,9541610224,4
634249,JENNIFER WILEY,Computer Science,Admin, HR Specialist ,Main,robinross@example.net,9310607709,5
858392,JADE GonzaLEZ,Accountancy,Tech,Finance Officer,San Fernando,petersonjonathan@example.com  ,9548061685,5
271878, Yolanda Nelson ,Human Resource Management,R&D,sYStEm AdmiNisTraTOr,Main,HowelljaSon@eXAmPle.nEt,9892268649,3
205163,LAUREN CURTIS,Psychology,Marketing,Software Engineer,Candaba,Megangregory@Example.Net,9275985256,4
432084,JUAN MALDONADO,Human Resource Management,Finance,TEACHER,Lubao,Hmorris@Example.Net,9662825135,5
380630,deborah anderson,Information Technology,R&D,project manager,San Fernando,Fjohnson@Example.Net,9134049228,3
297003,SCoTT TyLEr,Accountancy,Finance,TEACHER,Candaba,MILlErDONNA@exAmpLE.Net,9390333872,5
742434,Sabrina Patterson  ,Psychology,Operations, Finance Officer ,Main,HUNTCHELSEA@EXAMPLE.ORG,9881235931,1
553752,BRANDON WHITE,Accountancy,R&D,Teacher  ,Apalit,Campbellerika@Example.Org,9687052311,4
390334,karen jackson,Political Science,Tech,system administrator,Main,walkerkim@example.com  ,9693332303,4
697270,Lauren Caldwell  ,Engineering,Marketing,SysTem AdMiNIsTrAtOr,Apalit,Msandoval@Example.Net,9872348396,2
979414,john rogers,Engineering,Finance,System Administrator  ,San Fernando,ahill@example.com,9886055679,3
431495,sherri anderson,Computer Science,Finance,Marketing Associate,Main,DONOVANMICHAEL@EXAMPLE.ORG,9751339980,2
848213,DANIEL MARTIN,Computer Science,Marketing,sOfTwARE enGIneeR,Mexico,shelby65@example.org,9222894766,5
874668,melissa miller,Human Resource Management,Finance,marketing associate,Main,Kylebennett@Example.Net,9134622033,1
778715,JORDAN WELCH,Psychology,Marketing,PROjeCT MAnaGER,Main,JLARA@EXAMPLE.ORG,9661769060,3
720587,MICHELLE ESCOBAR,Communications,Operations,Project Manager,Lubao,LHOLT@EXAMPLE.COM,9538488313,5
348812,Carlos Reed  ,Communications,R&D,TEACHER,Main,abuchanan@example.net,9137280618,4
679596,jonathan torres,Political Science,Admin,SoFTware eNGINEER,Mexico,Timothygarner@Example.Net,9741847529,1
539402,mark CRAig,Computer Science,Finance,SOFTWARE ENGINEER,Mexico,Robinsonabigail@Example.Net,9357831387,3
580744,JENNA HOOVER,Information Technology,R&D,MARKETING ASSOCIATE,Porac,Amanda24@Example.Org,9547682329,2
755187, Ashley Clark ,Communications,Operations,project manager,Main,AndRewseLIZAbeTH@ExamPLE.COM,9454310977,3
173465,DAVID PRUITT,Engineering,Tech,project manager,Main,Davidhowell@Example.Com,9660931917,5
413531,JefFRey WaTKiNS,Education,Tech,software engineer,Candaba,FLETCHERLARRY@EXAMPLE.NET,9153003688,2
369259,veronica gray,Computer Science,R&D,REseARcH aSsIStanT,Main,richard42@example.net,9120361019,2
358273,Timothy Davis Md,Human Resource Management,R&D, Research Assistant ,San Fernando,LISAGLENN@EXAMPLE.NET,9611279245,2
362549,BEVerlY WEBEr,Information Technology,HR,hr specialist,Lubao,bartonalexa@example.com,9999926111,3
194638,Robert Simpson,Education,Admin, Project Manager ,Main,Kblevins@Example.Net,9673167824,3
113831,Matthew Williams  ,Education,Finance,SYSTEM ADMINISTRATOR,Main,OMAR14@EXAMPLE.COM,9852562888,4
848166,Henry Parsons,Accountancy,Operations,Project Manager  ,Lubao,ECoOpeR@eXAMpLE.nEt,9859081324,3
598452,Stephen Combs,Accountancy,R&D,System Administrator  ,Main,boydchristine@example.net,9778105653,2
580365, Charles Guerra ,Human Resource Management,HR, HR Specialist ,Main, cherylphillips@example.com ,9623825094,1
315416,emily horn,Political Science,HR,system administrator,Main,Jacobbradley@Example.Org,9224273753,2
724634,michAeL LOPez,Business Administration,Admin,pRODuCt mAnaGER,Porac,hlee@example.com,9851481640,1
610531,kevin AnDerSON,Computer Science,Admin,software engineer,Porac,JEFFERY24@EXAMPLE.COM,9880212296,1
442624,Ashley Roach,Accountancy,HR,hr specialist,San Fernando,KCArpENteR@EXAmpLE.com,9926674966,4
574483,caleb humphrey,Psychology,Admin, HR Specialist ,San Fernando,Kenneth75@Example.Com,9637492251,1
865030,MONICA AUSTIN,Human Resource Management,Finance,Research Assistant,Lubao,ZIMMERMANCHRISTINE@EXAMPLE.NET,9815139198,4
719440, Thomas Larson ,Engineering,HR,Finance Officer  ,Main,fHowarD@eXAmPlE.COm,9378228552,4
579882,Amanda Jackson  ,Engineering,Marketing,research assistant,Main,dyerscott@example.org,9955547593,5
195143,eugene alexander dds,Political Science,Admin, Finance Officer ,Main, kellyhale@example.org ,9147401468,2
317154,Jennifer Walker,Human Resource Management,Marketing,sySTem adMinISTRaTor,San Fernando,CHRISTOPHER36@EXAMPLE.NET,9170880750,5
274862,aLicE waGnEr,Human Resource Management,Finance,FINANCE OFFICER,Porac,GARDNERANDREW@EXAMPLE.COM,9324011191,4
386763,Mark Barnes,Human Resource Management,Admin,Product Manager  ,San Fernando,singletonrichard@example.net  ,9252679050,5
453148,Ronald Gordon  ,Education,Tech,SYSTEM ADMINISTRATOR,Main,JohnsoNCYNThiA@examplE.oRG,9482573723,3
308277, Annette Young ,Psychology,R&D,Product Manager  ,Main,bruce94@example.net,9145430905,4
638976,MELISSA BALDWIN,Political Science,Tech,Marketing Associate,Main,JasoNDaVis@EXAMpLE.oRg,9664602996,4
924574,cRYsTAL GuZmaN,Information Technology,Tech,software engineer,Porac,Monicabryan@Example.Com,9786915422,4
781224,RHONDA EVANS,Human Resource Management,Marketing,Project Manager,San Fernando,QuinNaArOn@ExAMpLE.oRg,9963409136,4
394259,Jennifer Rivera,Political Science,Tech,system administrator,Main,YCARTER@EXAMPLE.COM,9287187977,2
939470,Carly Collins,Accountancy,Finance,Research Assistant,Porac,jeffrey22@example.net  ,9974268542,4
